Tаблица 1
city;school_name;full_school_name;email;Consorcium;Peterson;Sirius
Пермь;МАОУ «Гимназия №11» Перми;Муниципальное бюджетное общеобразовательное учреждение «Гимназия № 11 им. С.П. Дягилева» города Перми;gimnaziya11@permedu.online;0;1;0
Петрозаводск;МОУ «Средняя Школа № 55»;Муниципальное бюджетное общеобразовательное учреждение Петрозаводского городского округа «Средняя общеобразовательная школа № 55»;school55-ptz@mail.ru;1;0;0
Петропавловск-Камчатский;МБОУ Средняя школа № 40;Муниципальное бюджетное общеобразовательное учреждение «Средняя школа № 40» Петропавловск-Камчатского городского округа;school40_pkgo_41@kamgov.ru;0;1;0
Платошино;"МАОУ ""Платошинская средняя школа""";Муниципальное автономное общеобразовательное учреждение «Платошинская средняя школа» села Платошина Пермского края;platoshinskaya@sosh.permkrai.ru;0;1;0
Подольск;МОУ «Лицей №23»;Муниципальное общеобразовательное учреждение «Лицей № 23» г.о. город Подольск Московской области;pdls_mou_23@mosreg.ru;0;1;0
Подольск;МОУ СОШ № 18;Муниципальное общеобразовательное учреждение «Средняя общеобразовательная школа № 18 им. Подольских курсантов» г.о. город Подольск Московской области;pdls_mou_18@mosreg.ru;0;1;0
Подсинее;МБОУ «Подсинская СШ»;Муниципальное бюджетное общеобразовательное учреждение «Подсинская средняя школа» с. Подсинее Алтайского района Республики Хакасия;pssh@r-19.ru;0;1;0
Подтесово;Подтесовская школа №46;Муниципальное бюджетное общеобразовательное учреждение «Подтесовская средняя общеобразовательная школа № 46 имени В.П. Астафьева» пгт. Подтесово Красноярского края;psoh46@mail.ru;0;1;0
Раменское;АНО СОШ «Ломоносовская школа-пансион»;"Автономная некоммерческая организация Средняя общеобразовательная школа «Ломоносовская школа-пансион» Раменского г.о. Московской области;";ram_lomonpansion@mosreg.ru;0;1;0
Раменское;МОУ «Гимназия Раменское»;Муниципальное общеобразовательное учреждение «Гимназия города Раменское» Московской области;ram_gymnasium@mosreg.ru;0;1;0
Раменское;МОУ Раменская СОШ № 9;Муниципальное общеобразовательное учреждение Раменская средняя общеобразовательная школа №9 города Раменское Московской области;ram_school9@mosreg.ru;0;1;0
Раменское;ЧОУ СОШ «Ломоносовская»;Частное образовательное учреждение средняя общеобразовательная школа «Ломоносовская» Раменского г.о. Московской области;ram_lomonpansion@mosreg.ru;0;1;0
Ростов-на-Дону;Гимназия ДГТУ;Гимназия ФГБОУ ВО «Донской государственный технический университет»;spu-07.1@donstu.ru;1;0;0
Ростов-на-Дону;МАОУ «Школа № 60»;Муниципальное автономное общеобразовательное учреждение города Ростова-на-Дону «Школа № 60 имени пятого гвардейского Донского казачьего кавалерийского Краснознаменного Будапештского корпуса»;60.roos@mail.ru;1;0;0
Рязань;"МБОУ ""Школа № 11""";Муниципальное бюджетное общеобразовательное учреждение «Школа № 11 с углубленным изучением отдельных учебных предметов» города Рязани;sh11.ryazan@ryazan.gov.ru;0;1;0
Рязань;"МБОУ ""Школа № 19(25)""";Муниципальное бюджетное общеобразовательное учреждение «Школа № 19(25) имени вице-адмирала В.М. Головнина» города Рязани;sh19-25.ryazan@ryazan.gov.ru;0;1;0
Рязань;"МБОУ ""Школа № 3""";Муниципальное бюджетное общеобразовательное учреждение «Школа № 3 «Центр развития образования» города Рязани;sh3.ryazan@ryazan.gov.ru;0;1;0
Рязань;"МБОУ ""Школа № 38""";Муниципальное бюджетное общеобразовательное учреждение «Школа № 38» города Рязани;sh38.ryazan@ryazan.gov.ru;0;1;0
Рязань;"МБОУ ""Школа № 71""";Муниципальное бюджетное общеобразовательное учреждение «Школа № 71» города Рязани;sh71.ryazan@ryazan.gov.ru;0;1;0
Рязань;"МБОУ ""Школа №34""";Муниципальное бюджетное общеобразовательное учреждение «Школа № 34 имени Героя Российской Федерации П.В. Кривова» города Рязани;sh34.ryazan@ryazan.gov.ru;0;1;0
Рязань;"МБОУ ""Школа №65""";Муниципальное бюджетное общеобразовательное учреждение «Школа № 65» города Рязани;sh65.ryazan@ryazan.gov.ru;0;1;0
Рязань;МБОУ «Школа № 8»;Муниципальное бюджетное общеобразовательное учреждение «Школа № 8 имени Героя Российской Федерации Соколова Романа Владимировича» города Рязани;sh8.ryazan@ryazangov.ru;0;1;0
Рязань;МБОУ «Школа №39 «Центр физико-математического образования»;Муниципальное бюджетное общеобразовательное учреждение «Школа № 39 «Центр физико-математического образования» города Рязани;sh39.ryazan@ryazan.gov.ru;0;1;0
Салават;"МБОУ ""Гимназия № 2"" Салавата";Муниципальное бюджетное общеобразовательное учреждение «Гимназия № 2» городского округа город Салават Республики Башкортостан;;0;1;0
Салехард;"МАОУ ""СОШ № 1""";Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 1 имени Героя Советского Союза И.В. Королькова»;1scool@slh.yanao.ru;1;0;0
Самара;МБОУ “Школа № 154” г.о. Самара;"Муниципальное бюджетное общеобразовательное учреждение «Школа № 154 с углубленным изучением отдельных предметов» городского округа город Самара;";sdo.school-154@63edu.ru;0;1;0
Самара;"ООО ""Скайшип Школа""";Общество с ограниченной ответственностью «СКАЙШИП ШКОЛА» городского округа город Самара;skyshipschool@mail.ru;0;1;0
Санкт-Петербург;"ГБОУ ""ИТШ № 777"" Санкт-Петербурга";"Государственное бюджетное общеобразовательное учреждение ""Инженерно-технологическая школа № 777"" Санкт-Петербурга";info.itsh777@obr.gov.spb.ru;1;0;0
Санкт-Петербург;ГБОУ № 604 Пушкинского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение школа № 604 Пушкинского района Санкт- Петербурга имени Н.С. Майданова;shkola604@obr.gov.spb.ru;1;0;0
Санкт-Петербург;ГБОУ гимназия № 524 Московского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение гимназия № 524 Московского района Санкт-Петербурга;school524msk@obr.gov.spb.ru;0;1;0
Санкт-Петербург;ГБОУ гимназия № 631 Приморского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение гимназия № 631 Приморского района Санкт-Петербурга;gymn631@mail.ru;0;1;0
Санкт-Петербург;ГБОУ Гимназия №284 Кировского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение Гимназия № 284 Кировского района Санкт-Петербурга;sc284.kir@obr.gov.spb.ru;0;1;0
Санкт-Петербург;ГБОУ гимназия №405 Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение гимназия № 405 Красногвардейского района Санкт-Петербурга;;0;1;0
Санкт-Петербург;ГБОУ лицей № 226 Фрунзенского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение лицей №226 Фрунзенского района Санкт-Петербурга;info.sch226@obr.gov.spb.ru;1;0;0
Санкт-Петербург;ГБОУ лицей № 82 Петроградского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение лицей № 82 Петроградского района Санкт-Петербурга;litcey-82@mail.ru;0;1;0
Санкт-Петербург;ГБОУ СОШ № 15 Василеостровского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 15 Василеостровского района Санкт-Петербурга;sch15vo@obr.gov.spb.ru;0;1;0
Санкт-Петербург;ГБОУ СОШ № 547 Красносельского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 547 Красносельского района Санкт-Петербурга;"info@school547.ru
school547@obr.gov.spb.ru";1;0;0
Санкт-Петербург;ГБОУ СОШ № 69 Калининского района  Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 69 Калининского района Санкт-Петербурга;info.school69@obr.gov.spb.ru;1;0;0
Санкт-Петербург;ГБОУ средняя общеобразовательная школа №106 Приморского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 106 Приморского района Санкт-Петербурга;school_106@mail.ru;0;1;0
Санкт-Петербург;ГБОУ школа № 500 Пушкинского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение школа № 500 Пушкинского района Санкт-Петербурга;"scoole500@mail.ru
info.shk500@obr.gov.spb.ru";0;1;0
Санкт-Петербург;ГБОУ школа № 518 Выборгского района Санкт-Петербурга;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 518 ВЫБОРГСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;"518@shko.la
info.sch518@obr.gov.spb.ru";1;0;0
Санкт-Петербург;ГБОУ школа № 525 имени дважды Героя Советского Союза Г.М. Гречко Московского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 525 с углубленным изучением английского языка имени дважды Героя Советского Союза Г.М. Гречко Московского района Санкт-Петербурга;school525msk@obr.gov.spb.ru;1;0;0
Санкт-Петербург;ГБОУ школа № 598 Приморского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 598 с углубленным изучением математики, химии и биологии Приморского района Санкт-Петербурга;info.sh598@obr.gov.spb.ru;0;1;0
Санкт-Петербург;ГБОУ школа №704 Московского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №704 Московского района Санкт-Петербурга;;0;1;0
Санкт-Петербург;ГБУ ДО ЦД(Ю)ТТ «Старт+» Невского района Санкт-Петербурга;Государственное  бюджетное учреждение дополнительного образования Центр детского (юношеского) технического творчества «Старт+» Невского района Санкт-Петербурга ;cttstartplus@gmail.com;1;0;0
Санкт-Петербург;ЧОУ «Школа экономики и права»;Частное общеобразовательное учреждение «Школа экономики и права»;info@shkola-prava.ru;1;0;0
Санкт-Петербург;Школа № 619;Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 619 Калининского района Санкт-Петербурга;school619@obr.gov.spb.ru;1;0;0
Санкт-Петербург;ГБОУ лицей № 344 Невского района Санкт-Петербурга;Государственное бюджетное общеобразовательное учреждение лицей № 344 Невского района Санкт-Петербурга;;;;
Саратов;"МАОУ ""Лицей № 15""";Муниципальное автономное общеобразовательное учреждение «Лицей № 15» муниципального образования «Город Саратов»;prospekt14@mail.ru;0;1;0
Саратов;"МАОУ ""Медико - биологический лицей""";Муниципальное автономное общеобразовательное учреждение «Медико-биологический лицей» города Саратова;mbl.saratov@mail.ru;0;1;0
Саратов;"МОУ ""Гимназия ""Авиатор""";"Муниципальное общеобразовательное учреждение «Гимназия «Авиатор» Саратова;";aviatorsar@yandex.ru ;0;1;0
Саров;МБОУ Лицей № 15;Муниципальное бюджетное общеобразовательное учреждение «Лицей № 15 имени академика Юлия Борисовича Харитона» города Сарова Нижегородской области;info@edusarov.ru;0;1;0
Саров;МБОУ ЦО;Муниципальное бюджетное общеобразовательное учреждение «Центр образования» города Сарова Нижегородской области;s_sar@mail.52gov.ru;0;1;0
Саянск;"МОУ ""Гимназия им. В.А. Надькина""";Муниципальное общеобразовательное учреждение «Гимназия им. В.А. Надькина» города Саянска Иркутской области;gim1sayansk@yandex.ru;0;1;0
Саянск;"МОУ ""СОШ №5""";Муниципальное общеобразовательное учреждение «Средняя общеобразовательная школа № 5» города Саянска Иркутской области;skola5sayansk@mail.ru;0;1;0
Свердловский;МАОУ Свердловская СОШ № 2;Муниципальное автономное общеобразовательное учреждение Свердловская средняя общеобразовательная школа №2 р.п. Свердловский городского округа Лосино-Петровский Московской области;losp_svsh2@mosreg.ru;0;1;0
Севастополь;ГБОУ «Билингвальная гимназия № 2»;Государственное бюджетное общеобразовательное учреждение города Севастополя «Билингвальная гимназия № 2» Республики Крым;gymnasium2@sev.gov.ru;0;1;0
Северный;МОУ «СЕВЕРНАЯ СОШ № 3 «БОЛЬШАЯ МЕДВЕДИЦА»;Муниципальное общеобразовательное учреждение «Северная средняя общеобразовательная школа № 3 «Большая Медведица» Белгородского района Белгородской области»;sev.school3@yandex.ru;0;1;0
Северобайкальск;МАОУ СОШ №11;"Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 11» города Северобайкальска Республики Бурятии;";school_11_severobaykalsk@govrb.ru;0;1;0
Северодвинск;"МАОУ ""СОШ № 21""";Муниципальное общеобразовательное учреждение «Средняя общеобразовательная школа № 21 имени Героя Советского Союза Юдина Александра Дмитриевича» города Северодвинска Архангельской области;school21edu@mail.ru;0;1;0
Североморск;МБОУ ЗАТО г.Североморск «СОШ № 7»;Муниципальное бюджетное общеобразовательное учреждение ЗАТО город Североморск «Средняя общеобразовательная школа № 7 имени Героя России Марка Евтюхина»;mbousosh7@severomorsk-edu.ru;0;1;0
Североморск;МБОУ ЗАТО Североморск «СОШ №10 им. К.И. Душенова»;Муниципальное бюджетное общеобразовательное учреждение ЗАТО Североморск «Средняя общеобразовательная школа № 10 им. К.И. Душенова» города Североморска Мурманской области;mbousosh10sever@yandex.ru;0;1;0
Североморск;МБОУ ЗАТО Североморск «Лицей №1»;Муниципальное бюджетное общеобразовательное учреждение ЗАТО город Североморск «Лицей №1» Мурманской области;scool9sev@severomorsk-edu.ru;0;1;0
Сергиев Посад;МБОУ «Средняя общеобразовательная школа №4»;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 4» Сергиева Посада Московской области;sepo_mbou_4@mosreg.ru;0;1;0
Симферополь ;МБОУ «Симферопольская академическая гимназия»;Муниципальное бюджетное общеобразовательное учреждение «Симферопольская академическая гимназия» м.о. г.о. Симферополь Республики Крым;school44_simferopol@crimeaedu.ru;0;1;0
Смоленск;"МБОУ ""СШ № 33""";Муниципальное бюджетное общеобразовательное учреждение «Средняя школа № 33» города Смоленска;smol.school33@yandex.ru;0;1;0
Советск;МАОУ «Лицей № 10» г.Советска;Муниципальное автономное общеобразовательное учреждение  «Лицей №10» города Советска Калининградской области;10lic@mail.ru;1;0;0
Солнечногорск;МБОУ лицей № 8;Муниципальное бюджетное общеобразовательное учреждение лицей № 8 города Солнечногорска Московской области;IgnatovaSvV@mosreg.ru;0;1;0
Старая Русса;"МАОУ ""Гимназия"" Старая Русса";"Муниципальное автономное общеобразовательное учреждение ""Гимназия"" Старая Русса";gimstr@mail.ru;1;0;0
Стерлитамак;"МАОУ ""Гимназия № 5""";Муниципальное автономное общеобразовательное учреждение «Гимназия № 5» городского округа город Стерлитамак Республики Башкортостан;gim5@mail.ru;0;1;0
Стерлитамак;МАОУ «ПМ гимназия №1»;Муниципальное автономное общеобразовательное учреждение «Гимназия №1» Стерлитамака Республики Башкортостан;gimnaziay1@yandex.ru;0;1;0
Стрежевой;МОУ «СОШ №5»;Муниципальное общеобразовательное учреждение «Средняя школа № 5 городского округа Стрежевой с углубленным изучением отдельных предметов» Томской области;shkola5@guostrj.ru;0;1;0
Ступино;МБОУ «СОШ №1»;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 1 с углублённым изучением отдельных предметов» городского округа Ступино Московской области;stup_sosh1@mosreg.ru;0;1;0
Сунтар;МБОУ «СПТЛ-И»;Муниципальное бюджетное общеобразовательное учреждение «Сунтарский политехнический лицей-интернат» муниципального района «Сунтарский улус (район)» Республики Саха (Якутия;suntar_sptli@mail.ru;1;0;0
Сургут;"МБОУ гимназия ""Лаборатория Салахова""";Муниципальное бюджетное общеобразовательное учреждение гимназия «Лаборатория Салахова» города Сургута Ханты-Мансийского автономного округа – Югры;gim1@admsurgut.ru;0;1;0
Сургут;МБОУ гимназия № 2;Муниципальное бюджетное общеобразовательное учреждение гимназия № 2 города Сургута Тюменской области;gim2@admsurgut.ru;0;1;0
Сургут;МБОУ СОШ №24;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 24 города Сургута Ханты-Мансийского автономного округа – Югры;sc24@admsurgut.ru;0;1;0
Тазовский;МБОУ ЦО «ПОЛЯРНАЯ ЗВЕЗДА»;Муниципальное бюджетное общеобразовательное учреждение Центр образования «Полярная звезда» п. Тазовского м.о. Тазовский район Ямало-Ненецкого автономного округа;;0;1;0
Тамбов;АНОО «Академия 68»;Автономную некоммерческую образовательную организацию «Академия 68» города Тамбова;academy68@yandex.ru;0;1;0
Татарск;"ГАПОУ НСО ""ТПК""";Государственное автономное профессиональное образовательное учреждение Новосибирской области «Татарский педагогический колледж», Татарск;;0;1;0
Татарск;МБОУ СОШ № 4 Татарска;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 4 Татарска Новосибирской области;s_4_tat@edu54.ru;0;1;0
Татарск;МБОУ-лицей;Муниципальное бюджетное общеобразовательное учреждение – лицей города Татарска Новосибирской области;;0;1;0
Тверь;МОУ «Гимназия № 44 Твери» ;Муниципальное общеобразовательное учреждение «Гимназия № 44 города Твери»;tver.gimn44@tvershkola.ru;0;1;0
Тобольск;МАОУ СОШ № 16 имени В.П. Неймышева;Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 16 имени В.П. Неймышева»;tobsh16@obl72.ru;1;0;0
Тольятти; АНОО СОШ «Сота»;Автономную некоммерческую образовательную организацию среднюю общеобразовательную школу «Сота» города Тольятти Самарской области;sota_school@mail.ru;0;1;0
Тольятти;"ЧОУ СОШ ""Общеобразовательный центр ""Школа""";Частное общеобразовательное учреждение средняя общеобразовательная школа «Общеобразовательный центр «Школа» городского округа город Тольятти Самарской области;ooc-shkola@mail.ru;0;1;0
Томск;МАОУ гимназия № 24 им. М.В. Октябрьской Томска;Муниципальное автономное общеобразовательное учреждение гимназия № 24 им. М.В. Октябрьской города Томска;gym24@education70.ru;0;1;0
Томск;МАОУ гимназия № 26 Томска;Муниципальное автономное общеобразовательное учреждение гимназия № 26 города Томска;gym26@education70.ru;0;1;0
Троицк;ГАОУ Гимназия имени Н.В.Пушкова;Государственное автономное общеобразовательное учреждение «Гимназия имени Н.В. Пушкова» города Москвы, города Троицка;gympushkova@edu.mos.ru;0;1;0
Троицк;МБОУ «Лицей № 17»;Муниципальное бюджетное общеобразовательное учреждение «Лицей № 17»;licej17@mail.ru;1;0;0
Улан-Удэ;"МАОУ ""Гимназия № 33 Улан-Удэ""";"Муниципальное автономное общеобразовательное учреждение ""Гимназия №33 г.Улан-Удэ""";gimnaziya_33@govrb.ru;1;0;0
Ульяновск;МБОУ «Губернаторский инженерный лицей № 102»;"Муниципальное бюджетное общеобразовательное учреждение города Ульяновска ""Губернаторский Инженерный Лицей № 102""";ing-102licey@yandex.ru;1;0;0
Ульяновск;МБОУ  Гимназия № 30 им. Железной Дивизии;Муниципальное бюджетное общеобразовательное учреждение города Ульяновска  Гимназия № 30 им. Железной Дивизии;gimnazia30@bk.ru;1;0;0
Усть-Илимск; МБОУ «СОШ № 8 имени Бусыгина М.И.»;Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 8 имени Бусыгина Михаила Ивановича» города Усть-Илимска Иркутской области;school_8@mail.ru;0;1;0
Усть-Лабинск;МАОУ СОШ №2;Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 2 имени Н.В. Богданченко муниципального образования Усть-Лабинский район Краснодарского края;school2uslab@yandex.ru;0;1;0
Уфа;"МАОУ ""Гимназия № 105 им.Н.И. Кузнецова""";Муниципальное автономное общеобразовательное учреждение «Гимназия №105 имени Героя Советского Союза Кузнецова Николая Ивановича» городского округа город Уфа Республики Башкортостан   ;;1;0;0
Уфа;"МАОУ ""Лицей № 52""";Муниципальное автономное общеобразовательное учреждение «Лицей № 52» городского округа город Уфа Республики Башкортостан;;1;0;0
Уфа;"МАОУ ""Лицей № 58""";"Муниципальное автономное общеобразовательное учреждение ""Лицей №58"" городского округа город Уфа Республики Башкортостан";liceu_58_ufa@mail.ru;1;0;0
Уфа;"МАОУ ""Лицей № 60"" им. М.А. Ферина";Муниципальное автономное общеобразовательное учреждение «Лицей № 60» имени Михаила Алексеевича Ферина городского округа город Уфа Республики Башкортостан;maou60@mail.ru;1;0;1
Уфа;"МАОУ ""Центр Образования № 51 им. В.М. Паращенко""";Муниципальное автономное общеобразовательное учреждение «Центр образования № 51 им. В.М.Паращенко» городского округа город Уфа Республики Башкортостан   ;;1;0;0
Уфа;МАОУ «Гимназия №39 им. Файзуллина А.Ш.»;Муниципальное автономное общеобразовательное учреждение «Гимназия № 39 им. Файзуллина А.Ш.» г.о. город Уфа Республики Башкортостан;unesco39school@yandex.ru;0;1;0
Уфа;МАОУ Школа № 118;Муниципальное автономное общеобразовательное учреждение Школа №118 городского округа город Уфа Республики Башкортостан;maouschola118.ufa@mail.ru ;0;1;0
Ухта;"ЧОУ ""НШ ""Росток""";Частное общеобразовательное учреждение «Начальная школа «Росток» города Ухты Республики Коми;info@rostok11.ru;0;1;0
Фрязино;МБОО СОШ № 2 г.о. Фрязино МО;Муниципальная бюджетная общеобразовательная организация средняя общеобразовательная школа № 4 городского округа Фрязино Московской области;fryz_mousosh_2@mosreg.ru;0;1;0
Ханты-Мансийск;"МБОУ ""СОШ № 6 им. Сирина Н.И.""";Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 6 имени Сирина Николая Ивановича»;schol6h-m86@yandex.ru;1;0;0
Химки;"АНОО ""Таланты и способности""";Автономную некоммерческую образовательную организацию «Таланты и способности» школа «Форум» города Химки Московской области;forum-school@yandex.ru;0;1;0
Химки;МАОУ «Перспектива»;Муниципальное автономное общеобразовательное учреждение «Образовательный комплекс «Перспектива» города Химки Московской области;khim_OK_Perspektiva@mosreg.ru;0;1;0
Химки;"МБОУ Школа ""Триумф"" Химки";Муниципальное бюджетное общеобразовательное учреждение Школа «Триумф» города Химки Московской области;khim_mbou_Triumf@mosreg.ru;0;1;0
Цивильск;"МБОУ ""Цивильская СОШ №1""";Муниципальное бюджетное общеобразовательное учреждение «Цивильская средняя общеобразовательная школа № 1 имени М.В. Силантьева» Цивильского муниципального округа Чувашской Республики;civ-school1@rchuv.ru;0;1;0
Чайковский;МАОУ СОШ «НьюТо́н»;Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа «НьюТон» города Чайковского Пермского края;mousosh21957@mail.ru;0;1;0
Чайковский;МАОУ СОШ № 10;Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 10 города Чайковского Пермского края;shkola10@inbox.ru ;0;1;0
Чайковский;МБОУ СОШ № 7;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 7» города Чайковского Пермского края;moysoh7@mail.ru;0;1;0
Чебоксары;МАОУ «Гимназия № 5» Чебоксары;Муниципальное автономное общеобразовательное учреждение «Гимназия № 5» города Чебоксары Чувашской Республики;cheb-school5@rchuv.ru;1;0;0
Чебоксары;МАОУ «СОШ №40» Чебоксары;Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 40 с углубленным изучением отдельных предметов» муниципального образования города Чебоксары Чувашской республики;cheb-school40@rchuv.ru;0;1;0
Чебоксары;"МБОУ ""СОШ № 57"" Чебоксары";Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 57 с углубленным изучением отдельных предметов» города Чебоксары Чувашской Республики;cheb-school57@rchuv.ru;0;1;0
Челябинск;"МАОУ ""ОЦ №1""";Муниципальное автономное образовательное учреждение «Образовательный центр № 1» города Челябинска;maouoc1@mail.ru ;0;1;0
Челябинск;"МАОУ ""СОШ №104 г.Челябинска"" ";Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа с углубленным изучением отдельных предметов № 104 города Челябинска»;gorono_74@mail.ru;0;1;0
Челябинск;"МАОУ ""СОШ  № 153 Челябинска""";Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 153 города Челябинска»;school1532011@yandex.ru;0;1;0
Челябинск;МАОУ «Академический лицей № 95 Челябинска»;Муниципальное автономное общеобразовательное учреждение «Академический лицей № 95 города Челябинска»;mail@al95.ru;1;1;0
Челябинск;МАОУ «Лицей № 97 Челябинска»;"Муниципальное автономное общеобразовательное учреждение «Лицей № 97 города Челябинска"""; licey97@gmail.com;0;1;0
Челябинск;МАОУ «Лицей №35 Челябинска»;Муниципальное автономное общеобразовательное учреждение «Лицей № 35 города Челябинска»;Liceum_n35@mail.ru;0;1;0
Челябинск;МАОУ «Образовательный центр № 7 Челябинска»;Муниципальное автономное образовательное учреждение «Образовательный центр № 7» города Челябинска;akadem7oc@yandex.ru;0;1;0
Челябинск;МАОУ «ОЦ «НЬЮТОН» Челябинска»;Муниципальное автономное общеобразовательное учреждение «Образовательный центр «НЬЮТОН» города Челябинска»;mail@ocnewton.ru;0;1;0
Челябинск;МАОУ «СОШ № 59 Челябинска»;Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 59 города Челябинска»;school59@inbox.ru;0;1;0
Челябинск;МАОУ «СОШ № 91 Челябинска»;Муниципальное автономное общеобразовательное учреждение «Средняя общеобразовательная школа № 91 города Челябинска»;shkola91chel@mail.ru;0;1;0
Челябинск;"МБОУ ""Прогимназия №90 Челябинска""";Муниципальное бюджетное общеобразовательное учреждение «Прогимназия № 90 города Челябинска»;school90@inbox.ru;0;1;0
Челябинск;МБОУ «СОШ № 58 Челябинска»;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 58 города Челябинска»;mbou58@bk.ru;0;1;0
Череповец;"МАОУ ""НОШ № 43""";"Муниципальное автономное общеобразовательное учреждение «Начальная общеобразовательная школа № 43» Череповца Вологодской области;"; school43@cherepovetscity.ru;0;1;0
Череповец;"МАОУ ""Образовательный центр № 11""";Муниципальная автономная общеобразовательная организация «Образовательный центр № 11» города Череповца Вологодской области;school11@cherepovetscity.ru;0;1;0
Череповец;МАОУ «ЦО им. И.А. Милютина»;Муниципальное автономное общеобразовательное учреждение «Центр образования имени И.А. Милютина» города Череповца Вологодской области;school8@cherepovetscity.ru;0;1;0
Черноголовка;МБОУ «Черноголовская СОШ»;Муниципальное бюджетное общеобразовательное учреждение «Черноголовская средняя общеобразовательная школа имени Ф.И. Дубовицкого и И.М. Халатникова» города Черноголовки Московской области;chrg_school82@mosreg.ru;0;1;0
Чехов;МБОУ СОШ Чехов-3;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа Чехов-3 с углубленным изучением отдельных предметов городского округа Чехов Московской области;Chekhov3_school@mosreg.ru;0;1;0
Чистополь;"МБОУ ""Гимназия № 3""";Муниципальное бюджетное общеобразовательное учреждение «Гимназия №3» Чистопольского муниципального района Республики Татарстан;G3.Ctp@tatar.ru;0;1;0
Чолпон-Ата;"Гимназия им.А.Осмонова школы-комплекса ""Билим Ордо"" ";Муниципальное учреждение «Школа-комплекс «Билим Ордо» города Чолпон-Ата Республики Кыргызстан    ;office@osmonov.info;1;0;0
Шадринск;МБОУ ОЦ № 5 «Созвездие»;Муниципальное бюджетное общеобразовательное учреждение «Образовательный центр № 5 «Созвездие» города Шадринска Курганской области;shadr_sozvezdie5@mail.ru;0;1;0
Шацк;"МОУ ""Шацкая СШ""";Муниципальное общеобразовательное учреждение «Шацкая средняя школа» Шацка Рязанской области;shack-school@ryazan.gov.ru;0;1;0
Щёлково;МАОУ СОШ №21 ГОЩ;Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 21 г.о. Щёлково Московской области;;0;1;0
Югорск;"БОУ ""Лицей им. Г.Ф. Атякшева""";"БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""ЛИЦЕЙ ИМ. Г.Ф. АТЯКШЕВА""";litsey.yugorsk@mail.ru;1;0;0
Югорск;"МБОУ ""Средняя общеобразовательная школа № 6""";Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 6» города Югорска Ханты-Мансийского автономного округа – Югры;school-62007@yandex.ru;0;1;0
